"Token ID","Aura","Background","Shape","Item","Hair","Tattoo","Clothes","Mask","Hat"
6385,"No Aura","Shooting Stars","Minimal Frame","Maple Branch","White","No Tattoo","Hoodie - One Shoulder Yin Yang","Motorcycle Helmet - Roughed","No Hat"
6386,"No Aura","Japanese Motif - Blue","Square Frame","Maple Branch","Orange-Red","No Tattoo","Kimono - Eth Checkered","Lightning Mask","Rice Hat - Kintsugi"
6387,"Night","Night Sky","Minimal Frame","No Item","Yellow","Seven","Bomber - White and Blue","Full Mask","Hat - 7 White"
6388,"No Aura","Pixel - Piano in a Sea","Circle Frame","Metal Monkey Staff","Orange-Red","No Tattoo","Sweater - Cherry Blossoms","Lightning Mask","Bucket Hat Black SH777SH"
6389,"Night","Night Sky","Square Frame","Banana","Orange-Red","Star","Kimono - Sunflower","Kintsugi Skull","Hat - Emoticon Black"
6390,"No Aura","Bananaz!","Minimal Frame","Banana","Yellow","Emoticon","Hoodie - Tongue","Beak Mask - Gold","Rice Hat - Gold"
6391,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Red","No Tattoo","Shirt - Pixel","Hype Black Mask","Rice Hat - White"
6392,"Light","Pixel - Piano in a Sea","Circle Frame","Chef Knife","Orange-Red","No Tattoo","Kimono - Eth Checkered","Fox Mask - Scarred","Hat - Painted"
6393,"No Aura","Bananaz!","Circle Frame","No Item","Orange-Red","Seven","Sweater - Space","Petrified Demon Mask","Beanie - Gray"
6394,"Night","Japanese Motif - Pink","Circle Frame","No Item","Black","Constellation","Shirt - Painted Tee","Lion - Fire Mustache","Rice Hat - Kintsugi"
6395,"Night","Painted Brush","Circle Frame","No Item","White","Greek Letters","Sweater - One Shoulder Red Demon","Hype Black Mask","Rice Hat - Shadow"
6396,"Night","Night Sky","Minimal Frame","Sakura Branch","Black","Kanji","Sweater - Kintsugi","Game Helmet - Shiba Inu","No Hat"
6397,"No Aura","Light Blue","Square Frame","No Item","Black","No Tattoo","Hoodie - Painted","Game Helmet - Shiba Inu","No Hat"
6398,"Night","Shooting Stars","Circle Frame","No Item","Black","No Tattoo","Shirt - Isekai Postal","Hype Red Mask","Bucket Hat White"
6399,"Night","Bananaz!","Circle Frame","No Item","Red","Greek Letters","Sweater - One Shoulder Red Demon","Game Helmet - Shiba Inu","No Hat"
6400,"No Aura","Pixel - Day on an Island","Circle Frame","Maple Branch","Black","No Tattoo","Shirt 7 - Black","Akuma Half Mask - White","Rice Hat - Package"
6401,"No Aura","Painted Brush","Circle Frame","No Item","White","No Tattoo","Hoodie - Fire Heart","Lion - Fire Mustache","Bucket Hat White"
6402,"Light","Pixel - Day on an Island","Square Frame","No Item","Black","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Mascot - Shiba Inu","No Hat"
6403,"Night","Shooting Stars","Minimal Frame","Gold Pipe","White","Sakura Petal","Hoodie - Painted","Kaiju Mecha Mask - Black","Bucket Hat Painted"
6404,"No Aura","Shooting Stars","Circle Frame","Banana","Orange-Red","Emoticon","Shirt 7 - Black","Lightning Mask","Bucket Hat Red Kumo Motif"
6405,"No Aura","Painted Brush","Circle Frame","Metal Monkey Staff","White","No Tattoo","Shirt 7 - Black","Fox Mask - Sealed","Bucket Hat Red Kumo Motif"
6406,"No Aura","Pixel - Day on an Island","Minimal Frame","No Item","Black","No Tattoo","Monk","Game Helmet - Shiba Inu","No Hat"
6407,"Night","Red","Circle Frame","Dark Chef Knife","Red","No Tattoo","Shirt - Isekai Postal","Motorcycle Helmet - Black","No Hat"
6408,"Night","Painted Brush","Square Frame","Red Space Fork","Yellow","No Tattoo","Bomber - Black","Motorcycle Helmet - Black","No Hat"
6409,"No Aura","Bananaz!","Circle Frame","No Item","Orange-Red","Seven","Hoodie - One Shoulder Fire","Kaiju Mecha Mask - 07","Bucket Hat Red SH777SH"
6410,"No Aura","Shooting Stars","Square Frame","Banana","Black","Constellation","Lab Coat","Full Face Mask - ???","Beanie - Aqua"
6411,"Night","Red","Square Frame","No Item","Orange-Red","Seven","Hoodie - One Shoulder Fire","Motorcycle Helmet - Black","No Hat"
6412,"Night","Painted Brush","Minimal Frame","Dark Chef Knife","Black","No Tattoo","Hoodie - One Shoulder Fire","Mascot - Joyful cat","No Hat"
6413,"Night","Shooting Stars","Square Frame","No Item","Black","No Tattoo","Shirt - Pixel","Fox Mask - Sealed","Beanie - White"
6414,"Night","Japanese Motif - Pink","Square Frame","Sakura Branch","Yellow","Greek Letters","Shirt - Painted Tee","Hype Black Mask","Rice Hat - Shadow"
6415,"No Aura","Bananaz!","Circle Frame","Red Space Fork","Yellow","Sakura Petal","Shirt - Pixel","Scarred Skull","Bucket Hat Red Kumo Motif"
6416,"Night","Light Blue","Square Frame","No Item","Red","No Tattoo","Hoodie - Sunflowers","Lion - Fire Mustache","No Hat"
6417,"No Aura","Shooting Stars","Minimal Frame","No Item","Yellow","No Tattoo","Hoodie - Emoticon","Fox Mask - Scarred","Beanie - Black"
6418,"Night","Bananaz!","Square Frame","Red Katana","Red","Kanji","Sweater - One Shoulder Blue Demon","Lion - Fire Mustache","Hat - 7 Black"
6419,"No Aura","Shooting Stars","Circle Frame","No Item","Black","Constellation","Hoodie - Sunflowers","Fox Mask - LED Scarred","Beanie - Aqua"
6420,"No Aura","Shooting Stars","Circle Frame","Black Scythe","White","Constellation","Shirt - Japanese Black","Red-eyed Owl","Bucket Hat Black SH777SH"
6421,"Light","Painted Brush","Square Frame","No Item","Orange-Red","Kanji","Kimono - Eth Checkered","LED Japanese Mask","Beanie - Gray"
6422,"Night","Sakura Tree","Minimal Frame","No Item","White","No Tattoo","Shirt - Japanese Black","Lion - Fire Breath","Beanie - Yellow"
6423,"No Aura","Japanese Motif - Blue","Minimal Frame","No Item","White","Crossed Out","Shirt 7 - White","Painted Owl mask","Beanie - Aqua"
6424,"Night","Japanese Motif - Blue","Minimal Frame","No Item","White","No Tattoo","Shirt 7 - Black","Full Face Mask - Double Line","Bucket Hat White Kumo Motif"
6425,"Night","Japanese Motif - Blue","Circle Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - Black","Lightning Mask","Rice Hat - Sunflower"
6426,"No Aura","Pixel - Day on an Island","Minimal Frame","Maple Branch","Red","No Tattoo","Kimono - Eth Checkered","Petrified Demon Mask","Beanie - Yellow"
6427,"Night","Light Blue","Square Frame","No Item","Yellow","No Tattoo","Bomber - Black","Motorcycle Helmet - Roughed","No Hat"
6428,"No Aura","Shooting Stars","Circle Frame","Maple Branch","Orange-Red","No Tattoo","Shirt - Painted Tee","Lion - Fire Breath","Hat - Painted"
6429,"Light","Light Blue","Square Frame","No Item","White","Attached Diamonds","Shirt - Pixel","Scarred Skull","Hat - Painted"
6430,"Light","Japanese Motif - Pink","Square Frame","Black Scythe","Black","No Tattoo","Shirt - Taped Banana","Game Helmet - Shiba Inu","No Hat"
6431,"Night","Shooting Stars","Minimal Frame","No Item","Black","No Tattoo","Shirt 7 - White","Petrified Skull","Bucket Hat Black"
6432,"Night","Colorful Clouds","Circle Frame","Black Scythe","Black","No Tattoo","Bomber - White and Blue","Full Mask","Hat - Emoticon Black"
6433,"Light","Pixel - Day on an Island","Square Frame","No Item","White","Star","Sweater - One Shoulder Blue Demon","Painted Black Mask","Bucket Hat Official"
6434,"No Aura","Pixel - Piano in a Sea","Circle Frame","No Item","Red","Seven","Shirt 7 - White","Elder Skull","Straw Hat"
6435,"Light","Japanese Motif - Pink","Square Frame","No Item","Yellow","Constellation","Shirt - Taped Banana","Hype Black Mask","Bucket Hat Yellow"
6436,"No Aura","Light Blue","Minimal Frame","No Item","Red","No Tattoo","Shirt - Sevens Block","Fox Mask - Emoticon","No Hat"
6437,"No Aura","Red","Minimal Frame","No Item","Yellow","Greek Letters","Shirt - Isekai Postal","Red-eyed Owl","Beanie - Aqua"
6438,"Night","Japanese Motif - Yellow","Circle Frame","Metal Monkey Staff","Yellow","Crossed Out","Shirt 7 - White","Hype Black Mask","Rice Hat - Package"
6439,"Night","Shooting Stars","Circle Frame","Red Scythe","Yellow","No Tattoo","Hoodie - Fire Heart","Game Helmet - Silhouette","No Hat"
6440,"No Aura","Light Blue","Square Frame","No Item","Black","No Tattoo","Shirt - Japanese Black","Red-eyed Owl","Beanie - Yellow"
6441,"No Aura","Night Sky","Minimal Frame","No Item","White","Crossed Out","Kimono - Sunflower","Full Face Mask - Red Stop","Beanie - Gray"
6442,"No Aura","Pixel - Piano in a Sea","Square Frame","Dark Katana","Black","Star","Hoodie - Tongue","Beak Mask - Gold","Hat - HERO hat"
6443,"No Aura","Pixel - Piano in a Sea","Square Frame","Red Scythe","Yellow","No Tattoo","Shirt 7 - White","Emoticon Owl","Beanie - White"
6444,"No Aura","Shooting Stars","Minimal Frame","No Item","Orange-Red","Emoticon","Shirt - Sevens Block","Petrified Demon Mask","Bucket Hat Yellow"
6445,"Night","Japanese Motif - Blue","Minimal Frame","Metal Monkey Staff","Black","Sakura Petal","Shirt 7 - Black","Sevens Japanese Mask","Beanie - Aqua"
6446,"Light","Red","Square Frame","Red Monkey Staff","Yellow","Greek Letters","Kimono - Blue Green","Lion - Fire Mustache","Hat - HERO hat"
6447,"Light","Light Blue","Minimal Frame","No Item","White","No Tattoo","Sweater - Space","Emoticon Owl","Beanie - Painted"
6448,"No Aura","Pixel - Day on an Island","Minimal Frame","No Item","White","Emoticon","Sweater - One Shoulder Red Demon","Full Face Mask - ???","Beanie - Aqua"
6449,"No Aura","Japanese Motif - Pink","Square Frame","Yellow Katana","Black","Black Flames","Hoodie - One Shoulder Fire","Kintsugi Skull","Hat - Emoticon Black"
6450,"Light","Bananaz!","Minimal Frame","No Item","Black","Emoticon","Kimono - Eth Checkered","Mecha Bird - Red-Eyed Crow","No Hat"
6451,"Night","Light Blue","Minimal Frame","Maple Branch","Red","Crossed Out","Shirt 7 - White","Golden Chain Skull","Bucket Hat Black"
6452,"Light","Bananaz!","Circle Frame","Dark Katana","Red","Crossed Out","Shirt - Pixel","Sevens Japanese Mask","Beanie - Painted"
6453,"Light","Colorful Clouds","Square Frame","No Item","Orange-Red","No Tattoo","Shirt - Sevens Block","Fox Mask - Scarred","Bucket Hat Yellow"
6454,"No Aura","Painted Brush","Minimal Frame","Chef Knife","Black","No Tattoo","Kimono - Eth Checkered","Sevens Japanese Mask","Beanie - Yellow"
6455,"Night","Japanese Motif - Pink","Square Frame","No Item","Black","Flame","Kimono - Sunflower","Lightning Mask","Rice Hat - Sunflower"
6456,"No Aura","Japanese Motif - Blue","Circle Frame","Yellow Katana","Yellow","No Tattoo","Shirt 7 - White","Beak Mask - Metal","Hat - 7 Black"
6457,"No Aura","Pixel - Day on an Island","Minimal Frame","No Item","Black","No Tattoo","Lab Coat","Hype Black Mask","Rice Hat - Shadow"
6458,"No Aura","Colorful Clouds","Circle Frame","Metal Monkey Staff","Black","Crossed Out","Shirt - Sevens Block","Painted Lion Mask","Bucket Hat White"
6459,"Light","Pixel - Piano in a Sea","Minimal Frame","No Item","Black","No Tattoo","Kimono - Sunflower","Beak Mask - Metal","Hat - Painted"
6460,"Light","Bananaz!","Minimal Frame","No Item","Orange-Red","No Tattoo","Kimono - Blue Green","Lightning Mask","Bucket Hat Akuma"
6461,"Night","Shooting Stars","Minimal Frame","Red Monkey Staff","Red","No Tattoo","Shirt 7 - Black","Full Mask","Hat - HERO hat"
6462,"No Aura","Japanese Motif - Pink","Square Frame","No Item","Black","Crossed Out","Hoodie - Kintsugi 7","Kaiju Mecha Mask - Black","Bucket Hat Red Kumo Motif"
6463,"Night","Red","Circle Frame","Maple Branch","Black","No Tattoo","Hoodie - Sunflowers","Sevens Japanese Mask","Rice Hat - Package"
6464,"Light","Pixel - Day on an Island","Square Frame","Red Space Fork","Red","Crossed Out","Sweater - Space","Mecha Bird - Seagull","No Hat"
6465,"No Aura","Light Blue","Minimal Frame","Red Katana","Orange-Red","Crossed Out","Sweater - Cherry Blossoms","Fox Mask - Kintsugi","Beanie - Black"
6466,"No Aura","Red","Square Frame","Chef Knife","Yellow","No Tattoo","Kimono - Eth Checkered","Mascot - UwU cat","No Hat"
6467,"No Aura","Light Blue","Circle Frame","No Item","White","No Tattoo","Shirt - Sevens Block","Fox Mask - Scarred","Bucket Hat Yellow"
6468,"Night","Painted Brush","Circle Frame","No Item","Black","Sakura Petal","Monk","Fox Mask - Kintsugi","Hat - Painted"
6469,"Night","Painted Brush","Circle Frame","Sakura Branch","Yellow","Sakura Petal","Shirt 7 - White","Scarred Skull","Hat - 7 White"
6470,"No Aura","Pixel - Day on an Island","Minimal Frame","Maple Branch","Black","No Tattoo","Hoodie - Sunflowers","Petrified Skull","Bucket Hat White"
6471,"Night","Night Sky","Minimal Frame","Chef Knife","Yellow","No Tattoo","Bomber - Black","Petrified Demon Mask","Bucket Hat Red SH777SH"
6472,"No Aura","Japanese Motif - Pink","Minimal Frame","Banana","Yellow","Emoticon","Hoodie - Sunflowers","Lightning Mask","Bucket Hat Black"
6473,"Light","Japanese Motif - Pink","Minimal Frame","Red Katana","Orange-Red","No Tattoo","Shirt 7 - White","Red-eyed Owl","Hat - 7 Black"
6474,"Night","Japanese Motif - Pink","Circle Frame","No Item","Orange-Red","Emoticon","Sweater - One Shoulder Red Demon","Hype Black Mask","Bucket Hat White"
6475,"No Aura","Shooting Stars","Square Frame","No Item","Red","Emoticon","Sweater - One Shoulder Blue Demon","Mecha Bird - Seagull","No Hat"
6476,"No Aura","Japanese Motif - Yellow","Minimal Frame","No Item","Black","No Tattoo","Bomber - Black","Full Face Mask - ???","Hat - Painted"
6477,"No Aura","Red","Minimal Frame","Red Katana","Yellow","Crossed Out","Shirt 7 - White","Petrified Demon Mask","Beanie - White"
6478,"Light","Bananaz!","Circle Frame","No Item","Black","Emoticon","Shirt - Painted Tee","Beak Mask - Metal","Bucket Hat Black"
6479,"No Aura","Shooting Stars","Square Frame","No Item","Yellow","Crossed Out","Shirt 7 - White","Painted Owl mask","Beanie - White"
6480,"No Aura","Red","Minimal Frame","Gold Chef Knife","White","No Tattoo","Hoodie - Tongue","Full Face Mask - ???","Hat - Painted"
6481,"Night","Light Blue","Minimal Frame","Red Katana","Red","No Tattoo","Bomber - White and Blue","Akuma Half Mask - Black","Bucket Hat White"
6482,"No Aura","Japanese Motif - Yellow","Square Frame","No Item","White","No Tattoo","Sweater - Space","Akuma Half Mask - Black","Bucket Hat White Kumo Motif"
6483,"Light","Light Blue","Minimal Frame","Red Scythe","Orange-Red","Black Flames","Hoodie - Tongue","Beak Mask - Darkened","Hat - Painted"
6484,"No Aura","Pixel - Day on an Island","Square Frame","Red Scythe","Orange-Red","Black Flames","Kimono - Blue Green","Motorcycle Helmet - Roughed","No Hat"
6485,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Orange-Red","Constellation","Shirt 7 - Black","Painted Owl mask","Bucket Hat Official"
6486,"Night","Japanese Motif - Blue","Circle Frame","No Item","Black","No Tattoo","Sweater - Kintsugi","Painted Owl mask","Beanie - Black"
6487,"Night","Japanese Motif - Pink","Square Frame","No Item","Black","No Tattoo","Shirt 7 - Black","Lion - Fire Breath","Bucket Hat Akuma"
6488,"Light","Japanese Motif - Pink","Circle Frame","Gold Katana","Orange-Red","3 Sevens","Hoodie - Sunflowers","LED Japanese Mask","Beanie - Orange"
6489,"No Aura","Painted Brush","Square Frame","Red Monkey Staff","Orange-Red","No Tattoo","Shirt 7 - White","Akuma Half Mask - Black","Rice Hat - Blue"
6490,"No Aura","Bananaz!","Circle Frame","No Item","Yellow","No Tattoo","Shirt 7 - Black","Akuma Half Mask - White","Rice Hat - Package"
6491,"Light","Bananaz!","Circle Frame","No Item","White","Attached Diamonds","Shirt 7 - White","Painted Black Mask","Rice Hat - Package"
6492,"Light","Painted Brush","Minimal Frame","No Item","Red","No Tattoo","Hoodie - Tongue","Hype Black Mask","Bucket Hat Akuma"
6493,"No Aura","Japanese Motif - Blue","Square Frame","No Item","Yellow","Flame","Shirt 7 - White","Sevens Japanese Mask","No Hat"
6494,"No Aura","Colorful Clouds","Square Frame","Gold Pipe","White","No Tattoo","Bomber - Black","Mecha Bird - Seagull","No Hat"
6495,"No Aura","Red","Circle Frame","No Item","Red","Flame","Hoodie - Sunflowers","Motorcycle Helmet - Roughed","No Hat"
6496,"No Aura","Red","Minimal Frame","No Item","Black","No Tattoo","Hoodie - Sunflowers","Painted Black Mask","Rice Hat - White"
6497,"Night","Japanese Motif - Yellow","Minimal Frame","Maple Branch","White","No Tattoo","Hoodie - Emoticon","Hype Red Mask","Bucket Hat Yellow"
6498,"No Aura","Shooting Stars","Minimal Frame","Sakura Branch","Yellow","No Tattoo","Shirt - Sevens Block","Fox Mask - LED Scarred","Beanie - Yellow"
6499,"Night","Shooting Stars","Minimal Frame","Banana","Black","Star","Shirt 7 - White","Hype Black Mask","Bucket Hat Red Kumo Motif"
6500,"No Aura","Pixel - Piano in a Sea","Circle Frame","Black Scythe","Black","No Tattoo","Kimono - Eth Checkered","Lion - Fire Mustache","Bucket Hat White"
6501,"Night","Japanese Motif - Pink","Square Frame","No Item","White","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Sevens Japanese Mask","Beanie - Orange"
6502,"No Aura","Painted Brush","Circle Frame","Sakura Branch","Red","No Tattoo","Hoodie - One Shoulder Yin Yang","Motorcycle Helmet - Black","No Hat"
6503,"Light","Colorful Clouds","Square Frame","No Item","Yellow","Attached Diamonds","Bomber - Black","Fox Mask - Kintsugi","Hat - 7 Wave"
6504,"No Aura","Shooting Stars","Square Frame","No Item","Orange-Red","Kanji","Shirt - Isekai Postal","Fox Mask - LED Scarred","Hat - 7 Black"
6505,"Night","Light Blue","Square Frame","Metal Pipe","Red","No Tattoo","Hoodie - Fire Heart","Beak Mask - Darkened","Bucket Hat Akuma"
6506,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","Red","No Tattoo","Kimono - Blue Green","Kaiju Mecha Mask - 07","Bucket Hat White"
6507,"Night","Painted Brush","Square Frame","No Item","Black","Seven","Shirt 7 - White","Mecha Bird - Red-Eyed Crow","No Hat"
6508,"No Aura","Pixel - Piano in a Sea","Circle Frame","Red Monkey Staff","Black","Heart 7","Shirt - Taped Banana","Lightning Mask","Bucket Hat Yellow"
6509,"No Aura","Night Sky","Minimal Frame","Red Katana","White","No Tattoo","Shirt - Painted Tee","Mascot - Joyful cat","No Hat"
6510,"Night","Japanese Motif - Yellow","Square Frame","No Item","Orange-Red","No Tattoo","Shirt 7 - Black","Game Helmet - Silhouette","No Hat"
6511,"No Aura","Pixel - Piano in a Sea","Circle Frame","No Item","Black","Heart 7","Bomber - Black","Kaiju Mecha Mask - Black","Hat - Painted"
6512,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Orange-Red","Crossed Out","Shirt 7 - Black","Beak Mask - Darkened","Hat - Emoticon Black"
6513,"No Aura","Night Sky","Square Frame","No Item","Orange-Red","Emoticon","Bomber - White and Blue","Motorcycle Helmet - Roughed","No Hat"
6514,"Light","Colorful Clouds","Circle Frame","No Item","Red","Flame","Kimono - Eth Checkered","Hype Black Mask","Bucket Hat Red SH777SH"
